CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Rating,Exited,Geography,Gender
669.0,48.0,7.0,106425.75,,,1.0,85891.02,-1,0,Berlin-Germany,Male
607.0,40.0,6.0,137998.2,1.0,1.0,0.0,183717.94,3,1,Madrid-Spain,Female
714.0,25.0,1.0,0.0,2.0,0.0,1.0,108891.7,2,0,Madrid-Spain,Male
634.0,38.0,3.0,0.0,2.0,1.0,0.0,,4,0,Paris-France,Male
629.0,42.0,9.0,134954.43,1.0,0.0,1.0,173776.06,1,0,Madrid-Spain,Female
550.0,40.0,7.0,0.0,1.0,1.0,0.0,134481.72,3,1,Madrid-Spain,Male
554.0,47.0,4.0,,1.0,0.0,0.0,58170.24,0,0,Paris-France,Female
585.0,32.0,10.0,0.0,2.0,1.0,1.0,138759.15,-3,0,Madrid-Spain,Male
599.0,30.0,0.0,91216.5,1.0,1.0,1.0,109153.09,-5,0,Paris-France,Female
571.0,41.0,3.0,0.0,2.0,1.0,0.0,120596.85,-3,0,Madrid-Spain,Female
675.0,35.0,4.0,130661.96,2.0,1.0,0.0,29062.25,-5,0,Berlin-Germany,Male
712.0,31.0,2.0,0.0,2.0,0.0,0.0,86791.4,0,0,Paris-France,Female
602.0,33.0,1.0,115934.55,1.0,0.0,1.0,142916.25,-1,0,Paris-France,Male
675.0,33.0,2.0,123674.78,1.0,1.0,1.0,96792.13,-2,0,Berlin-Germany,Female
627.0,40.0,3.0,148659.48,1.0,1.0,1.0,91514.62,3,1,Berlin-Germany,Female
683.0,27.0,7.0,0.0,2.0,1.0,0.0,79559.02,2,0,Paris-France,Male
706.0,,2.0,92887.13,2.0,,0.0,165543.07,3,0,Berlin-Germany,Male
721.0,26.0,0.0,128504.76,1.0,1.0,1.0,113666.48,1,0,Berlin-Germany,Female
789.0,34.0,4.0,0.0,2.0,0.0,1.0,14121.61,1,0,Paris-France,Male
743.0,42.0,10.0,0.0,2.0,0.0,0.0,161579.85,-5,0,Paris-France,Male
565.0,35.0,5.0,0.0,2.0,1.0,1.0,75578.67,0,0,Paris-France,Male
718.0,45.0,3.0,105266.32,2.0,1.0,1.0,193724.51,0,0,Berlin-Germany,Unknown
637.0,43.0,4.0,108738.71,1.0,1.0,0.0,60552.44,4,1,Berlin-Germany,Male
544.0,,5.0,143913.54,2.0,1.0,0.0,121407.33,-1,0,Berlin-Germany,Female
562.0,55.0,6.0,131623.51,2.0,1.0,0.0,123499.27,1,1,Berlin-Germany,Male
663.0,32.0,3.0,0.0,2.0,0.0,1.0,181224.56,-3,0,Paris-France,Male
691.0,,10.0,,1.0,0.0,0.0,94951.27,4,0,Paris-France,Male
744.0,47.0,9.0,0.0,2.0,0.0,0.0,177737.07,-1,1,Paris-France,Male
537.0,33.0,9.0,138311.76,1.0,1.0,1.0,153343.48,-5,0,Paris-France,Male
607.0,34.0,8.0,0.0,2.0,0.0,1.0,185543.27,0,0,Paris-France,Female
614.0,37.0,9.0,95357.49,2.0,1.0,1.0,96985.58,2,0,Paris-France,Female
811.0,50.0,4.0,146710.76,2.0,0.0,1.0,49405.93,1,0,Madrid-Spain,Female
678.0,41.0,5.0,148197.15,1.0,1.0,1.0,80792.83,2,0,Paris-France,Male
687.0,30.0,1.0,0.0,2.0,1.0,0.0,79723.31,3,0,Paris-France,Male
590.0,43.0,1.0,0.0,1.0,0.0,0.0,171021.44,4,0,Paris-France,Male
573.0,35.0,8.0,0.0,2.0,0.0,1.0,166317.71,-4,0,Paris-France,Male
604.0,35.0,3.0,122314.5,1.0,0.0,0.0,109805.17,-1,0,Berlin-Germany,Male
709.0,38.0,5.0,122453.97,1.0,1.0,1.0,81452.29,1,0,Paris-France,Unknown
627.0,43.0,7.0,90538.46,1.0,1.0,0.0,93739.62,-2,1,Paris-France,Female
752.0,28.0,8.0,0.0,2.0,1.0,1.0,87951.84,0,0,Madrid-Spain,Male
606.0,41.0,5.0,110624.99,1.0,0.0,0.0,89327.67,-4,0,Berlin-Germany,Female
681.0,25.0,7.0,113736.27,1.0,0.0,1.0,196864.61,-4,0,Paris-France,Female
790.0,,2.0,134367.42,1.0,1.0,0.0,70223.22,-5,0,Berlin-Germany,Male
489.0,36.0,3.0,129118.5,2.0,0.0,0.0,139435.12,-1,0,Paris-France,Female
667.0,29.0,3.0,0.0,2.0,1.0,1.0,55419.15,-2,0,Paris-France,Male
850.0,69.0,10.0,122506.38,1.0,1.0,1.0,199693.84,-2,0,Berlin-Germany,Male
628.0,32.0,6.0,0.0,2.0,1.0,0.0,55857.48,-1,0,Madrid-Spain,Male
644.0,35.0,2.0,0.0,2.0,1.0,0.0,175795.87,-2,0,Paris-France,Male
639.0,34.0,6.0,90560.21,1.0,1.0,0.0,63611.01,3,0,Paris-France,Female
596.0,30.0,3.0,0.0,1.0,0.0,1.0,176868.89,-1,0,Paris-France,Male
592.0,44.0,3.0,0.0,2.0,1.0,1.0,130866.95,-5,0,Paris-France,Unknown
789.0,43.0,7.0,116644.29,2.0,0.0,1.0,60176.1,-1,0,Berlin-Germany,Unknown
605.0,29.0,5.0,0.0,1.0,1.0,1.0,126726.33,4,0,Paris-France,Male
704.0,37.0,1.0,124640.51,1.0,1.0,1.0,116511.12,-5,1,Berlin-Germany,Female
619.0,40.0,9.0,103604.31,1.0,1.0,0.0,140937.91,0,1,Berlin-Germany,Female
653.0,40.0,2.0,0.0,2.0,1.0,1.0,116969.73,4,0,Madrid-Spain,Female
695.0,34.0,9.0,124227.16,2.0,0.0,1.0,83712.14,3,0,Paris-France,Female
581.0,64.0,4.0,80924.08,2.0,1.0,1.0,168290.06,-5,0,Berlin-Germany,Female
621.0,35.0,4.0,0.0,2.0,1.0,1.0,60905.12,-3,0,Paris-France,Female
774.0,37.0,7.0,0.0,1.0,0.0,1.0,183872.88,-5,0,Paris-France,Male
605.0,33.0,8.0,91958.36,1.0,0.0,0.0,136869.31,4,0,Berlin-Germany,Female
593.0,38.0,5.0,0.0,1.0,1.0,0.0,157891.86,0,1,Paris-France,Male
591.0,37.0,2.0,0.0,2.0,1.0,1.0,143.34,-2,0,Paris-France,Female
573.0,31.0,2.0,116495.55,1.0,1.0,1.0,52795.15,-4,0,Paris-France,Male
516.0,37.0,3.0,0.0,2.0,1.0,0.0,173843.21,2,0,Paris-France,Female
705.0,36.0,3.0,0.0,,1.0,1.0,92887.06,-4,1,Madrid-Spain,Male
550.0,51.0,7.0,0.0,2.0,1.0,1.0,153917.41,-4,0,Madrid-Spain,Female
746.0,32.0,6.0,93844.22,1.0,1.0,0.0,171045.57,-2,0,Berlin-Germany,Male
682.0,37.0,5.0,,2.0,0.0,1.0,112554.68,2,0,Paris-France,Female
712.0,36.0,9.0,109044.6,1.0,0.0,0.0,94554.74,3,0,Berlin-Germany,Female
460.0,38.0,2.0,102741.15,2.0,0.0,1.0,23974.85,1,1,Berlin-Germany,Female
598.0,30.0,7.0,170840.09,1.0,1.0,1.0,154844.22,-5,0,Madrid-Spain,Female
713.0,31.0,8.0,187487.63,1.0,1.0,1.0,120115.5,0,0,Madrid-Spain,Female
683.0,53.0,6.0,0.0,2.0,0.0,1.0,158973.64,-5,0,Paris-France,Female
651.0,48.0,2.0,119182.04,2.0,1.0,0.0,129964.82,2,0,Berlin-Germany,Female
565.0,49.0,8.0,162085.31,1.0,1.0,1.0,177738.98,0,1,Madrid-Spain,Female
741.0,,5.0,132628.98,,0.0,1.0,38812.67,-1,0,Paris-France,Male
719.0,31.0,7.0,0.0,2.0,1.0,1.0,166650.9,0,0,Paris-France,Female
545.0,28.0,1.0,0.0,2.0,1.0,0.0,104076.97,-1,0,Paris-France,Male
708.0,36.0,3.0,137843.9,2.0,1.0,1.0,,-4,0,Madrid-Spain,Male
635.0,30.0,1.0,119278.01,3.0,0.0,1.0,140225.14,-5,1,Berlin-Germany,Female
578.0,38.0,6.0,0.0,2.0,1.0,0.0,167621.18,2,0,Paris-France,Male
757.0,31.0,2.0,0.0,2.0,0.0,1.0,3756.65,-3,0,Paris-France,Female
754.0,29.0,10.0,105204.17,1.0,1.0,0.0,170810.71,-3,0,Madrid-Spain,Female
662.0,29.0,7.0,0.0,,1.0,0.0,112202.64,-5,0,Paris-France,Male
671.0,54.0,1.0,0.0,2.0,1.0,1.0,26772.04,0,0,Paris-France,Female
668.0,51.0,1.0,145751.03,3.0,0.0,1.0,109718.44,0,1,Berlin-Germany,Female
676.0,50.0,9.0,97624.6,1.0,0.0,1.0,68881.02,2,0,Paris-France,Male
633.0,39.0,2.0,123246.7,2.0,1.0,1.0,85901.09,1,0,Berlin-Germany,Female
648.0,45.0,5.0,118886.55,1.0,0.0,0.0,51636.7,4,0,Berlin-Germany,Male
582.0,27.0,8.0,0.0,1.0,1.0,0.0,12096.32,-3,1,Paris-France,Female
693.0,34.0,8.0,0.0,1.0,1.0,1.0,105305.72,1,0,Paris-France,Male
561.0,42.0,,109532.95,1.0,1.0,1.0,133593.32,0,0,Paris-France,Female
742.0,27.0,5.0,116662.96,2.0,1.0,1.0,97942.88,4,0,Paris-France,Male
710.0,36.0,7.0,116085.06,2.0,1.0,0.0,58601.61,4,0,Paris-France,Female
631.0,30.0,1.0,0.0,2.0,1.0,,29135.89,-1,0,Madrid-Spain,Male
790.0,43.0,10.0,0.0,2.0,0.0,1.0,130866.95,-3,0,Madrid-Spain,Male
474.0,30.0,9.0,127290.61,2.0,1.0,1.0,152843.53,3,0,Berlin-Germany,Male
850.0,,1.0,104336.81,2.0,1.0,0.0,182660.24,3,0,Berlin-Germany,Female
850.0,31.0,2.0,111060.06,1.0,1.0,0.0,54439.53,-5,0,Paris-France,Male
707.0,37.0,6.0,123544.0,2.0,1.0,0.0,26287.21,0,0,Berlin-Germany,Female
584.0,36.0,10.0,0.0,2.0,1.0,1.0,91340.66,1,0,Paris-France,Female
578.0,34.0,6.0,123973.26,2.0,0.0,,99302.65,-1,0,Berlin-Germany,Male
648.0,34.0,5.0,0.0,2.0,1.0,0.0,152992.04,-2,0,Madrid-Spain,Male
567.0,42.0,6.0,0.0,2.0,1.0,1.0,147055.87,-2,0,Paris-France,Female
587.0,33.0,7.0,156021.31,1.0,1.0,1.0,143357.06,-3,0,Berlin-Germany,Female
785.0,32.0,4.0,88915.85,1.0,0.0,0.0,183566.78,-3,1,Berlin-Germany,Male
676.0,28.0,0.0,0.0,2.0,1.0,1.0,103557.65,4,0,Madrid-Spain,Female
749.0,29.0,2.0,141234.98,1.0,1.0,1.0,171457.06,-2,0,Berlin-Germany,Male
516.0,43.0,9.0,0.0,1.0,1.0,1.0,172601.62,1,1,Paris-France,Female
584.0,48.0,7.0,137479.13,1.0,1.0,0.0,92985.78,4,0,Berlin-Germany,Male
589.0,28.0,8.0,0.0,1.0,1.0,0.0,151645.96,-1,1,Paris-France,Female
554.0,53.0,7.0,0.0,2.0,0.0,1.0,64349.6,4,0,Madrid-Spain,Unknown
634.0,29.0,2.0,0.0,2.0,1.0,0.0,37605.9,-4,0,Madrid-Spain,Male
479.0,27.0,4.0,172448.77,2.0,1.0,1.0,40315.27,4,0,Madrid-Spain,Male
524.0,42.0,6.0,87894.26,1.0,1.0,0.0,173899.42,-3,0,Paris-France,Male
798.0,80.0,7.0,96956.1,1.0,1.0,1.0,31907.44,1,0,Madrid-Spain,Unknown
554.0,39.0,8.0,0.0,1.0,1.0,0.0,102747.02,3,1,Paris-France,Female
728.0,29.0,1.0,0.0,1.0,1.0,1.0,83052.03,1,0,Madrid-Spain,Male
635.0,50.0,1.0,0.0,1.0,1.0,0.0,159808.95,-3,1,Paris-France,Female
743.0,37.0,8.0,102603.3,2.0,1.0,0.0,172372.63,-4,0,Berlin-Germany,Female
477.0,45.0,5.0,0.0,1.0,1.0,0.0,109089.04,0,1,Madrid-Spain,Female
729.0,32.0,8.0,121531.57,2.0,1.0,0.0,104253.08,-4,0,Paris-France,Female
721.0,40.0,10.0,0.0,2.0,1.0,1.0,189362.36,-4,0,Madrid-Spain,Female
641.0,38.0,9.0,0.0,2.0,1.0,1.0,183479.12,4,0,Madrid-Spain,Female
686.0,33.0,6.0,,1.0,1.0,0.0,172495.87,2,1,Berlin-Germany,Female
684.0,32.0,1.0,0.0,1.0,1.0,1.0,102640.53,-4,0,Madrid-Spain,Male
683.0,35.0,2.0,0.0,2.0,0.0,,146090.38,4,0,Paris-France,Male
684.0,24.0,5.0,107065.31,2.0,1.0,,89729.3,-2,0,Madrid-Spain,Female
710.0,37.0,10.0,0.0,1.0,,1.0,51454.06,-4,0,Madrid-Spain,Unknown
613.0,59.0,8.0,0.0,1.0,1.0,0.0,27965.0,3,0,Madrid-Spain,Female
724.0,51.0,6.0,101827.17,1.0,1.0,0.0,180621.36,1,1,Madrid-Spain,Female
646.0,37.0,4.0,0.0,2.0,0.0,1.0,137037.97,1,0,Madrid-Spain,Male
635.0,34.0,2.0,,2.0,1.0,0.0,40315.08,3,0,Berlin-Germany,Unknown
476.0,43.0,4.0,154475.54,2.0,1.0,0.0,101300.94,-5,0,Berlin-Germany,Male
649.0,51.0,5.0,0.0,1.0,1.0,0.0,172749.4,-3,1,Paris-France,Female
629.0,27.0,2.0,0.0,1.0,0.0,1.0,85985.48,1,0,Madrid-Spain,Male
709.0,23.0,3.0,0.0,1.0,1.0,0.0,165580.93,2,0,Madrid-Spain,Male
736.0,58.0,0.0,0.0,2.0,1.0,1.0,94467.63,0,0,Paris-France,Unknown
511.0,33.0,3.0,0.0,2.0,0.0,0.0,132436.71,2,0,Paris-France,Female
687.0,37.0,9.0,125385.01,1.0,1.0,1.0,72970.93,-2,0,Paris-France,Unknown
666.0,36.0,8.0,124781.67,2.0,1.0,0.0,,0,0,Paris-France,Unknown
598.0,31.0,6.0,121898.23,1.0,1.0,1.0,187985.52,1,0,Madrid-Spain,Male
653.0,43.0,6.0,0.0,2.0,1.0,1.0,126013.59,-2,0,Paris-France,Male
598.0,39.0,3.0,0.0,1.0,1.0,0.0,65316.5,-5,0,Paris-France,Male
578.0,39.0,4.0,154870.58,2.0,1.0,1.0,104902.72,-5,0,Madrid-Spain,Male
730.0,34.0,5.0,112708.2,1.0,1.0,0.0,181490.42,2,0,Berlin-Germany,Female
570.0,29.0,9.0,0.0,2.0,1.0,1.0,75927.35,-4,0,Madrid-Spain,Female
850.0,39.0,5.0,103821.47,1.0,0.0,1.0,79495.01,4,0,Paris-France,Female
680.0,67.0,9.0,87612.64,1.0,0.0,1.0,94951.27,-2,0,Paris-France,Female
662.0,43.0,6.0,0.0,2.0,1.0,1.0,139947.17,-1,0,Paris-France,Female
685.0,31.0,6.0,0.0,2.0,1.0,0.0,59927.99,-5,0,Paris-France,Female
686.0,59.0,1.0,123971.16,2.0,1.0,1.0,172814.99,2,0,Paris-France,Female
639.0,57.0,1.0,0.0,1.0,1.0,1.0,153787.09,-3,0,Paris-France,Female
575.0,46.0,2.0,0.0,2.0,1.0,1.0,65998.26,-4,0,Paris-France,Male
673.0,22.0,3.0,115930.87,1.0,1.0,1.0,24210.56,-3,0,Madrid-Spain,Male
621.0,30.0,7.0,0.0,2.0,1.0,0.0,78700.03,-2,0,Paris-France,Male
735.0,50.0,1.0,0.0,1.0,1.0,,60905.51,-3,1,Madrid-Spain,Female
707.0,26.0,3.0,0.0,2.0,1.0,0.0,135077.01,1,1,Paris-France,Male
613.0,38.0,10.0,0.0,1.0,1.0,1.0,167035.82,-5,0,Paris-France,Male
632.0,29.0,7.0,80922.75,1.0,1.0,0.0,7820.78,0,1,Madrid-Spain,Female
464.0,50.0,1.0,0.0,1.0,1.0,1.0,14234.31,1,0,Madrid-Spain,Male
552.0,34.0,5.0,0.0,1.0,1.0,1.0,1351.41,-5,0,Madrid-Spain,Female
718.0,33.0,7.0,0.0,2.0,0.0,1.0,87412.09,1,0,Madrid-Spain,Unknown
764.0,38.0,0.0,0.0,2.0,0.0,1.0,88724.49,2,0,Paris-France,Male
689.0,62.0,6.0,,1.0,1.0,1.0,180844.69,-4,0,Paris-France,Female
678.0,33.0,2.0,112595.85,1.0,1.0,1.0,76611.33,0,0,Paris-France,Male
610.0,35.0,7.0,0.0,2.0,1.0,0.0,170829.88,2,0,Madrid-Spain,Male
674.0,38.0,2.0,91902.56,2.0,1.0,1.0,184748.23,3,1,Paris-France,Female
539.0,40.0,7.0,0.0,2.0,1.0,0.0,172097.4,-4,0,Madrid-Spain,Male
809.0,34.0,7.0,134570.24,2.0,1.0,1.0,61638.33,4,0,Berlin-Germany,Male
682.0,41.0,7.0,,1.0,1.0,1.0,125435.17,-4,0,Berlin-Germany,Male
738.0,36.0,4.0,0.0,2.0,1.0,1.0,96881.32,2,0,Madrid-Spain,Male
769.0,38.0,7.0,86616.35,1.0,1.0,1.0,,-5,0,Paris-France,Female
764.0,41.0,1.0,0.0,1.0,0.0,1.0,134878.34,3,1,Paris-France,Male
624.0,48.0,2.0,122388.38,2.0,0.0,0.0,30020.09,3,1,Berlin-Germany,Female
554.0,49.0,4.0,0.0,2.0,1.0,0.0,77946.39,1,0,Madrid-Spain,Female
641.0,39.0,7.0,159904.64,1.0,1.0,0.0,116692.52,-2,1,Berlin-Germany,Male
591.0,27.0,7.0,58641.43,2.0,1.0,0.0,198398.68,-3,0,Berlin-Germany,Female
850.0,33.0,2.0,133314.76,2.0,1.0,1.0,93829.79,3,0,Paris-France,Male
691.0,33.0,5.0,0.0,2.0,1.0,0.0,2010.98,-5,0,Madrid-Spain,Male
707.0,33.0,3.0,0.0,1.0,1.0,1.0,64345.61,-4,0,Paris-France,Male
684.0,47.0,2.0,129740.2,1.0,1.0,0.0,91429.17,-3,1,Berlin-Germany,Male
702.0,35.0,2.0,14262.8,2.0,1.0,0.0,54689.16,-2,0,Madrid-Spain,Female
608.0,30.0,8.0,0.0,2.0,1.0,0.0,,3,0,Paris-France,Male
802.0,44.0,5.0,0.0,2.0,0.0,1.0,,1,0,Paris-France,Male
661.0,29.0,9.0,99587.43,2.0,0.0,0.0,135969.19,-4,0,Berlin-Germany,Male
775.0,38.0,2.0,,1.0,1.0,1.0,,0,0,Berlin-Germany,Male
828.0,51.0,7.0,146445.44,1.0,0.0,0.0,61931.21,4,1,Berlin-Germany,Female
650.0,,5.0,122034.4,2.0,1.0,0.0,146663.43,-3,0,Berlin-Germany,Female
614.0,32.0,8.0,0.0,2.0,1.0,1.0,107876.2,1,0,Paris-France,Unknown
687.0,29.0,2.0,0.0,2.0,1.0,1.0,83983.39,0,0,Paris-France,Male
683.0,38.0,4.0,0.0,2.0,0.0,0.0,1528.4,-5,0,Paris-France,Male
663.0,29.0,0.0,92398.08,1.0,1.0,1.0,71379.92,-2,0,Madrid-Spain,Male
729.0,35.0,3.0,129717.3,1.0,1.0,1.0,160129.99,2,0,Paris-France,Male
584.0,32.0,5.0,0.0,2.0,1.0,0.0,10956.82,-5,0,Paris-France,Male
691.0,72.0,9.0,0.0,1.0,1.0,1.0,160849.43,1,0,Paris-France,Male
593.0,31.0,8.0,113957.01,1.0,1.0,0.0,106977.53,3,0,Paris-France,Female
583.0,63.0,6.0,121365.39,1.0,1.0,0.0,88890.05,2,1,Paris-France,Female
705.0,35.0,4.0,0.0,1.0,1.0,0.0,156853.51,-3,1,Madrid-Spain,Female
667.0,59.0,3.0,104258.8,1.0,0.0,1.0,167087.34,-1,0,Paris-France,Female
691.0,24.0,6.0,121818.84,1.0,1.0,0.0,177896.92,-5,0,Unknown,Male
709.0,29.0,5.0,0.0,2.0,1.0,0.0,172033.57,3,0,Paris-France,Male
711.0,37.0,8.0,0.0,2.0,,0.0,175074.78,-3,0,Paris-France,Female
579.0,30.0,2.0,0.0,2.0,1.0,0.0,166799.25,-1,0,Madrid-Spain,Male
703.0,46.0,7.0,111288.18,1.0,1.0,1.0,149170.92,2,0,Berlin-Germany,Female
718.0,43.0,3.0,97612.12,1.0,1.0,1.0,51670.82,2,0,Paris-France,Male
613.0,39.0,3.0,120170.07,1.0,0.0,1.0,6776.92,0,0,Berlin-Germany,Male
699.0,58.0,3.0,135962.0,1.0,1.0,1.0,121763.69,-4,0,Berlin-Germany,Male
762.0,23.0,1.0,118342.66,1.0,1.0,1.0,141446.31,2,0,Berlin-Germany,Male
676.0,31.0,3.0,127864.9,1.0,1.0,1.0,94577.74,-3,0,Paris-France,Male
708.0,31.0,8.0,0.0,1.0,0.0,1.0,79555.08,1,0,Paris-France,Female
653.0,34.0,9.0,0.0,2.0,0.0,1.0,150401.53,4,0,Paris-France,Male
633.0,28.0,6.0,143221.35,2.0,0.0,0.0,187636.06,0,0,Berlin-Germany,Female
503.0,27.0,1.0,100262.88,2.0,1.0,1.0,157921.25,-5,0,Madrid-Spain,Male
427.0,39.0,7.0,0.0,1.0,1.0,0.0,28368.37,-5,1,Madrid-Spain,Female
499.0,26.0,6.0,0.0,2.0,1.0,0.0,20708.6,0,0,Madrid-Spain,Female
646.0,31.0,7.0,0.0,2.0,1.0,0.0,103657.35,-3,0,Paris-France,Male
705.0,38.0,9.0,0.0,2.0,1.0,1.0,131300.68,-4,0,Paris-France,Female
806.0,,1.0,0.0,1.0,1.0,0.0,162478.56,2,1,Madrid-Spain,Male
686.0,39.0,9.0,91938.31,1.0,1.0,0.0,146636.44,-2,0,Madrid-Spain,Male
620.0,48.0,1.0,0.0,1.0,1.0,,86099.82,1,0,Paris-France,Female
637.0,39.0,3.0,0.0,2.0,0.0,0.0,181599.94,0,0,Paris-France,Male
530.0,,8.0,,2.0,1.0,1.0,176547.8,4,0,Madrid-Spain,Female
571.0,49.0,5.0,94754.0,1.0,1.0,0.0,,-4,0,Paris-France,Male
705.0,34.0,1.0,0.0,2.0,1.0,1.0,141946.92,-2,0,Paris-France,Unknown
516.0,28.0,7.0,0.0,2.0,0.0,1.0,180716.1,-2,0,Paris-France,Female
637.0,37.0,8.0,0.0,2.0,1.0,1.0,121537.33,-5,0,Paris-France,Male
776.0,35.0,5.0,122453.97,2.0,1.0,0.0,55324.49,2,1,Madrid-Spain,Male
566.0,30.0,8.0,144954.75,2.0,1.0,0.0,102246.0,-4,0,Berlin-Germany,Male
648.0,41.0,5.0,123049.21,1.0,1.0,0.0,5066.76,2,0,Berlin-Germany,Female
611.0,29.0,4.0,0.0,2.0,0.0,0.0,110275.17,-2,0,Paris-France,Female
461.0,36.0,5.0,0.0,2.0,0.0,1.0,85516.37,-1,0,Madrid-Spain,Male
644.0,36.0,3.0,0.0,2.0,,1.0,109638.78,-5,0,Madrid-Spain,Male
705.0,37.0,2.0,102750.32,2.0,1.0,1.0,54474.48,2,0,Berlin-Germany,Female
616.0,37.0,4.0,0.0,1.0,1.0,1.0,,2,0,Paris-France,Male
507.0,44.0,8.0,0.0,2.0,0.0,1.0,72577.33,-5,0,Madrid-Spain,Female
678.0,36.0,4.0,0.0,2.0,1.0,1.0,52407.08,-3,0,Paris-France,Female
651.0,41.0,7.0,53772.73,2.0,0.0,1.0,25554.4,4,1,Paris-France,Female
610.0,61.0,4.0,167094.76,1.0,1.0,,29076.19,-2,0,Paris-France,Female
716.0,38.0,3.0,0.0,2.0,1.0,1.0,145557.98,4,0,Paris-France,Female
568.0,43.0,4.0,0.0,2.0,1.0,1.0,58761.33,-5,0,Paris-France,Female
573.0,,1.0,142412.13,1.0,0.0,1.0,138051.19,2,0,Berlin-Germany,Male
759.0,63.0,1.0,124577.33,3.0,0.0,0.0,167554.86,2,1,Madrid-Spain,Female
617.0,39.0,6.0,0.0,2.0,1.0,1.0,183893.27,1,0,Madrid-Spain,Female
762.0,39.0,3.0,0.0,1.0,1.0,1.0,114869.55,0,0,Paris-France,Female
651.0,34.0,10.0,65832.43,2.0,1.0,1.0,135903.33,0,0,Paris-France,Male
601.0,38.0,7.0,133501.97,1.0,1.0,1.0,24267.28,1,0,Madrid-Spain,Male
615.0,36.0,4.0,0.0,2.0,1.0,0.0,167848.02,-4,0,Madrid-Spain,Male
615.0,38.0,4.0,0.0,2.0,0.0,0.0,167553.06,4,0,Paris-France,Male
725.0,33.0,6.0,121545.94,1.0,1.0,1.0,88798.02,1,1,Berlin-Germany,Female
624.0,28.0,,112414.81,1.0,0.0,0.0,138564.76,1,0,Madrid-Spain,Male
762.0,32.0,7.0,169089.38,2.0,1.0,0.0,101057.95,-5,0,Paris-France,Female
746.0,32.0,6.0,0.0,2.0,1.0,1.0,189143.94,-5,0,Paris-France,Female
639.0,25.0,3.0,74135.85,1.0,1.0,1.0,11783.1,-3,0,Madrid-Spain,Female
497.0,38.0,6.0,132512.26,1.0,1.0,1.0,7387.8,1,0,Paris-France,Male
637.0,24.0,7.0,0.0,2.0,1.0,0.0,71154.65,3,0,Madrid-Spain,Female
617.0,30.0,5.0,0.0,2.0,1.0,0.0,174474.84,1,0,Madrid-Spain,Unknown
584.0,36.0,5.0,82696.09,1.0,1.0,0.0,83058.14,3,0,Paris-France,Male
714.0,47.0,7.0,110805.42,2.0,0.0,1.0,153566.97,-3,0,Berlin-Germany,Female
724.0,32.0,3.0,0.0,2.0,1.0,0.0,129569.92,-1,0,Paris-France,Male
634.0,40.0,6.0,103291.25,1.0,1.0,0.0,129964.56,-2,0,Berlin-Germany,Male
642.0,36.0,9.0,103729.79,1.0,0.0,0.0,182624.93,2,1,Paris-France,Male
639.0,38.0,4.0,133806.54,2.0,1.0,1.0,6251.3,-5,0,Paris-France,Female
642.0,31.0,2.0,0.0,2.0,0.0,1.0,72970.93,1,0,Paris-France,Female
564.0,40.0,2.0,116183.09,1.0,1.0,1.0,138527.25,-1,0,Berlin-Germany,Female
541.0,34.0,3.0,128743.55,1.0,1.0,1.0,134851.12,-1,0,Paris-France,Female
703.0,26.0,5.0,0.0,2.0,1.0,1.0,28204.98,0,0,Paris-France,Female
581.0,50.0,3.0,120911.75,1.0,1.0,0.0,181224.24,-5,1,Berlin-Germany,Male
694.0,31.0,3.0,116309.01,1.0,0.0,1.0,162517.97,-5,0,Paris-France,Female
850.0,37.0,7.0,0.0,,1.0,0.0,174027.3,4,0,Paris-France,Male
506.0,40.0,3.0,0.0,1.0,1.0,1.0,144345.58,-3,0,Paris-France,Male
658.0,38.0,9.0,0.0,2.0,1.0,0.0,156774.75,2,0,Paris-France,Female
645.0,34.0,2.0,107949.39,2.0,1.0,1.0,180622.02,-4,0,Unknown,Female
681.0,46.0,8.0,0.0,1.0,1.0,0.0,6761.84,1,1,Paris-France,Female
714.0,28.0,7.0,122724.37,1.0,1.0,1.0,67057.27,3,0,Paris-France,Male
662.0,37.0,,132576.23,2.0,1.0,1.0,176713.26,-5,0,Berlin-Germany,Male
628.0,37.0,2.0,79731.91,1.0,1.0,1.0,57558.95,-5,0,Berlin-Germany,Female
551.0,35.0,6.0,146748.07,1.0,1.0,1.0,51143.0,4,0,Berlin-Germany,Female
616.0,29.0,9.0,144287.6,1.0,1.0,0.0,32063.3,0,0,Berlin-Germany,Male
565.0,37.0,6.0,0.0,2.0,1.0,0.0,121175.5,-1,0,Paris-France,Male
749.0,53.0,9.0,0.0,2.0,1.0,1.0,149922.38,0,0,Paris-France,Male
521.0,36.0,3.0,0.0,2.0,1.0,1.0,94499.06,4,0,Paris-France,Male
649.0,63.0,7.0,139562.05,1.0,1.0,0.0,28038.28,-4,1,Paris-France,Male
591.0,34.0,5.0,97710.89,1.0,,1.0,93439.75,0,0,Berlin-Germany,Female
718.0,27.0,3.0,0.0,2.0,1.0,1.0,182270.28,-1,0,Paris-France,Male
706.0,42.0,10.0,102688.31,2.0,1.0,0.0,75869.93,-3,1,Paris-France,Female
710.0,28.0,1.0,0.0,1.0,1.0,0.0,161850.61,-5,0,Madrid-Spain,Male
705.0,32.0,10.0,0.0,2.0,1.0,1.0,144880.81,1,0,Madrid-Spain,Unknown
709.0,29.0,3.0,0.0,2.0,1.0,0.0,132973.33,-4,0,Paris-France,Male
